Player	Team	Position	Floor	Mean	Ceiling	SD	Risk	VOR	"Drop Off"	Tier	ADP
Justin Jackson	LAC	RB	2.87	4.34	6.04	1.56	4.45	0.0444	10
Phillip Lindsay	HOU	RB	3.73	4.3	5.11	0.563	3.58	0.067	11
Michael Carter	NYJ	RB	2.65	4.23	5.35	1.42	4.78	0.224	11
Texans	HOU	DST	2.65	4.02	5.68	1.13	3.8	0.335	20
Salvon Ahmed	MIA	RB	2.7	4.01	4.94	0.917	3.26	0.00667	11
JaMycal Hasty	SF	RB	2.14	4	5.97	1.44	4.79	0.1	11
Zack Moss	BUF	RB	0.967	3.9	5.76	2.15	8.04	0.0202	11
Cordarrelle Patterson	ATL	RB	2.79	3.88	4.99	1.59	4.16	0.163	11
Cordarrelle Patterson	ATL	RB	2.79	3.88	4.99	1.59	6.08	0.163	11
Samaje Perine	CIN	RB	2.48	3.72	4.6	0.855	3.19	0.0673	11
Falcons	ATL	DST	2.22	3.68	5.51	1.45	6.01	0.976	21
Darrynton Evans	TEN	RB		3.65				0.00492	11
Alex Collins	SEA	RB	0.118	3.64	6.76	2.89	7.56	0.0533	11
Lions	DET	DST	-0.633	2.71	5.02	2.49	8.84		
